,MW,type
N2Otex_num2,116.766,proteozyme
N2Otex_num3,117.9999,proteozyme
N2Otex_num4,121.1044,proteozyme
CRNt8pp,169.7619,proteozyme
CRNt2rpp,109.6916,proteozyme
CRNDt2rpp,109.6916,proteozyme
CTBTt2rpp,109.6916,proteozyme
42A12BOOXpp,168.7573,proteozyme
TYROXDApp,168.7573,proteozyme
PEAMNtex_num1,41.2198,proteozyme
PEAMNtex_num2,116.766,proteozyme
PEAMNtex_num3,117.9999,proteozyme
PEAMNtex_num4,121.1044,proteozyme
PACALDtex_num1,41.2198,proteozyme
PACALDtex_num2,116.766,proteozyme
PACALDtex_num3,117.9999,proteozyme
PACALDtex_num4,121.1044,proteozyme
NTRIR4pp,134.0271,proteozyme
NTRIR3pp,134.0271,proteozyme
INOSTt4pp,62.085,proteozyme
AGM3PA,20.5362,proteozyme
CYANtex_num1,41.2198,proteozyme
CYANtex_num2,116.766,proteozyme
CYANtex_num3,117.9999,proteozyme
CYANtex_num4,121.1044,proteozyme
SO3tex_num1,41.2198,proteozyme
SO3tex_num2,116.766,proteozyme
SO3tex_num3,117.9999,proteozyme
SO3tex_num4,121.1044,proteozyme
TCYNTtex_num1,41.2198,proteozyme
TCYNTtex_num2,116.766,proteozyme
TCYNTtex_num3,117.9999,proteozyme
TCYNTtex_num4,121.1044,proteozyme
ACANTHAT,64.5492,proteozyme
METSOX1tex_num1,41.2198,proteozyme
METSOX1tex_num2,116.766,proteozyme
METSOX1tex_num3,117.9999,proteozyme
METSOX1tex_num4,121.1044,proteozyme
METSOX2tex_num1,41.2198,proteozyme
METSOX2tex_num2,116.766,proteozyme
METSOX2tex_num3,117.9999,proteozyme
METSOX2tex_num4,121.1044,proteozyme
3UMPtex_num1,41.2198,proteozyme
3UMPtex_num2,116.766,proteozyme
3UMPtex_num3,117.9999,proteozyme
3UMPtex_num4,121.1044,proteozyme
3GMPtex_num1,41.2198,proteozyme
3GMPtex_num2,116.766,proteozyme
3GMPtex_num3,117.9999,proteozyme
3GMPtex_num4,121.1044,proteozyme
METSOXR1_num1,101.4054,proteozyme
METSOXR1_num2,38.8698,proteozyme
METSOXR1_num3,35.1216,proteozyme
METSOXR1_num4,97.6573,proteozyme
METSOXR2_num1,48.0499,proteozyme
METSOXR2_num2,31.006,proteozyme
METSOXR2_num3,27.2578,proteozyme
METSOXR2_num4,51.798,proteozyme
DAPAL,86.6551,proteozyme
AMPTASECG_num1,277.081,proteozyme
AMPTASECG_num2,98.9189,proteozyme
AMPTASECG_num3,329.2789,proteozyme
AMPTASECG_num4,105.8308,proteozyme
DOPAtex_num1,41.2198,proteozyme
DOPAtex_num2,116.766,proteozyme
DOPAtex_num3,117.9999,proteozyme
DOPAtex_num4,121.1044,proteozyme
4HOXPACDtex_num1,41.2198,proteozyme
4HOXPACDtex_num2,116.766,proteozyme
4HOXPACDtex_num3,117.9999,proteozyme
4HOXPACDtex_num4,121.1044,proteozyme
LACZpp,83.46,proteozyme
GPDDA1pp,81.6867,proteozyme
GPDDA5pp,81.6867,proteozyme
ETHAtex_num1,41.2198,proteozyme
ETHAtex_num2,116.766,proteozyme
ETHAtex_num3,117.9999,proteozyme
ETHAtex_num4,121.1044,proteozyme
G3PStex_num1,41.2198,proteozyme
G3PStex_num2,116.766,proteozyme
G3PStex_num3,117.9999,proteozyme
G3PStex_num4,121.1044,proteozyme
FLVR_num1,26.242,proteozyme
FLVR_num2,786.1512,proteozyme
FDMO2,166.9451,proteozyme
LALGP,105.8308,proteozyme
AGM4PApp_num1,31.4121,proteozyme
AGM4PApp_num2,45.6344,proteozyme
AGM4PApp_num3,47.9852,proteozyme
AGM4PApp_num4,31.0724,proteozyme
AGM4PA,20.5362,proteozyme
RNDR3b_num1,258.1947,proteozyme
RNDR3b_num2,243.5294,proteozyme
RNDR3b_num3,242.982,proteozyme
RNDR3b_num4,259.602,proteozyme
RNDR4b_num1,259.602,proteozyme
RNDR4b_num2,243.5294,proteozyme
RNDR4b_num3,242.982,proteozyme
RNDR4b_num4,258.1947,proteozyme
ACGAL1Ptex_num1,41.2198,proteozyme
ACGAL1Ptex_num2,116.766,proteozyme
ACGAL1Ptex_num3,117.9999,proteozyme
ACGAL1Ptex_num4,121.1044,proteozyme
ACGALtex_num1,41.2198,proteozyme
ACGALtex_num2,116.766,proteozyme
ACGALtex_num3,117.9999,proteozyme
ACGALtex_num4,121.1044,proteozyme
GLCUR1Ptex_num1,41.2198,proteozyme
GLCUR1Ptex_num2,116.766,proteozyme
GLCUR1Ptex_num3,117.9999,proteozyme
GLCUR1Ptex_num4,121.1044,proteozyme
UDPGLCURtex_num1,41.2198,proteozyme
UDPGLCURtex_num2,116.766,proteozyme
UDPGLCURtex_num3,117.9999,proteozyme
UDPGLCURtex_num4,121.1044,proteozyme
UDPGALPpp,60.824,proteozyme
UACGAMPpp,60.824,proteozyme
UACGALPpp,60.824,proteozyme
UGLCURPpp,60.824,proteozyme
FEROpp_num1,56.5562,proteozyme
FEROpp_num2,443.8807,proteozyme
ISETACabcpp_num1,150.4835,proteozyme
ISETACabcpp_num2,147.8849,proteozyme
ISETACtex_num1,41.2198,proteozyme
ISETACtex_num2,116.766,proteozyme
ISETACtex_num3,117.9999,proteozyme
ISETACtex_num4,121.1044,proteozyme
UDPGtex_num1,41.2198,proteozyme
UDPGtex_num2,116.766,proteozyme
UDPGtex_num3,117.9999,proteozyme
UDPGtex_num4,121.1044,proteozyme
UDPGALtex_num1,121.1044,proteozyme
UDPGALtex_num2,117.9999,proteozyme
UDPGALtex_num3,41.2198,proteozyme
UDPGALtex_num4,116.766,proteozyme
ACGAM1Ptex_num1,41.2198,proteozyme
ACGAM1Ptex_num2,116.766,proteozyme
ACGAM1Ptex_num3,117.9999,proteozyme
ACGAM1Ptex_num4,121.1044,proteozyme
UACGAMtex_num1,41.2198,proteozyme
UACGAMtex_num2,116.766,proteozyme
UACGAMtex_num3,117.9999,proteozyme
UACGAMtex_num4,121.1044,proteozyme
UDPACGALtex_num1,41.2198,proteozyme
UDPACGALtex_num2,116.766,proteozyme
UDPACGALtex_num3,117.9999,proteozyme
UDPACGALtex_num4,121.1044,proteozyme
AM4PCP,33.5675,proteozyme
AM3PA,20.5362,proteozyme
UM4PCP,33.5675,proteozyme
CBLAT,21.9989,proteozyme
MSO3abcpp,147.8849,proteozyme
MSO3tex_num1,41.2198,proteozyme
MSO3tex_num2,116.766,proteozyme
MSO3tex_num3,117.9999,proteozyme
MSO3tex_num4,121.1044,proteozyme
TDP,17.4329,proteozyme
3PEPTabcpp_num1,206.8469,proteozyme
3PEPTabcpp_num2,200.7513,proteozyme
3PEPTabcpp_num3,201.75,proteozyme
4PEPTabcpp_num1,201.75,proteozyme
4PEPTabcpp_num2,206.8469,proteozyme
AGM3Pt2pp,53.2452,proteozyme
AGM4Pt2pp,53.2452,proteozyme
AGMt2pp,53.2452,proteozyme
FEOXAMR1,30.1128,proteozyme
FEOXAMR2,30.1128,proteozyme
FEOXAMR3,30.1128,proteozyme
PTHRpp_num1,104.4142,proteozyme
PTHRpp_num2,98.8772,proteozyme
ARABDI,389.86,proteozyme
AGt3,773.0108,proteozyme
CD2t3pp_num1,65.8545,proteozyme
CD2t3pp_num2,34.6784,proteozyme
ZNabcpp,178.747,proteozyme
SKMt2pp,47.8174,proteozyme
FE2t2pp,44.1937,proteozyme
R5PPpp_num1,104.4142,proteozyme
R5PPpp_num2,98.8772,proteozyme
PSP_Lpp_num1,104.4142,proteozyme
PSP_Lpp_num2,98.8772,proteozyme
TYRPpp,104.4142,proteozyme
GLYC2Ptex_num1,41.2198,proteozyme
GLYC2Ptex_num2,116.766,proteozyme
GLYC2Ptex_num3,117.9999,proteozyme
GLYC2Ptex_num4,121.1044,proteozyme
PSERtex_num1,41.2198,proteozyme
PSERtex_num2,116.766,proteozyme
PSERtex_num3,117.9999,proteozyme
PSERtex_num4,121.1044,proteozyme
R5Ptex_num1,41.2198,proteozyme
R5Ptex_num2,116.766,proteozyme
R5Ptex_num3,117.9999,proteozyme
R5Ptex_num4,121.1044,proteozyme
THRPtex_num1,41.2198,proteozyme
THRPtex_num2,116.766,proteozyme
THRPtex_num3,117.9999,proteozyme
THRPtex_num4,121.1044,proteozyme
TYRPtex_num1,41.2198,proteozyme
TYRPtex_num2,116.766,proteozyme
TYRPtex_num3,117.9999,proteozyme
TYRPtex_num4,121.1044,proteozyme
PAPSR2_num1,80.3019,proteozyme
PAPSR2_num2,65.0891,proteozyme
PAPSR2_num3,65.6365,proteozyme
PAPSR2_num4,81.7092,proteozyme
GRXR_num1,25.7575,proteozyme
GRXR_num2,24.3502,proteozyme
GRXR_num3,9.1375,proteozyme
GRXR_num4,9.6849,proteozyme
RNDR1b_num1,243.5294,proteozyme
RNDR1b_num2,258.1947,proteozyme
RNDR1b_num3,242.982,proteozyme
RNDR1b_num4,259.602,proteozyme
RNDR2b_num1,259.602,proteozyme
RNDR2b_num2,243.5294,proteozyme
RNDR2b_num3,258.1947,proteozyme
RNDR2b_num4,242.982,proteozyme
FACOAE181,127.8653,proteozyme
FACOAE160,127.8653,proteozyme
FACOAE140,127.8653,proteozyme
AAMYL,56.6394,proteozyme
AAMYLpp,75.7127,proteozyme
FACOAL80t2pp_num1,124.664,proteozyme
FACOAL80t2pp_num2,60.7731,proteozyme
PPGPPDP,79.3424,proteozyme
CPGNabcpp,161.1942,proteozyme
CITtex_num1,41.2198,proteozyme
CITtex_num2,116.766,proteozyme
CITtex_num3,117.9999,proteozyme
CITtex_num4,121.1044,proteozyme
ACGAtex_num1,41.2198,proteozyme
ACGAtex_num2,116.766,proteozyme
ACGAtex_num3,117.9999,proteozyme
ACGAtex_num4,121.1044,proteozyme
DDCAtexi,48.5416,proteozyme
TTDCAtexi,48.5416,proteozyme
HDCAtexi,48.5416,proteozyme
23PDE2pp,70.8322,proteozyme
23PDE4pp,70.8322,proteozyme
23PDE9pp,70.8322,proteozyme
SARCOX,40.902,proteozyme
MN6PP_num1,29.7211,proteozyme
MN6PP_num2,30.4128,proteozyme
MN6PP_num3,24.3302,proteozyme
MN6PP_num4,29.7077,proteozyme
3KGK,110.3097,proteozyme
F6PP_num1,23.0075,proteozyme
F6PP_num2,29.7211,proteozyme
F6PP_num3,30.4128,proteozyme
F6PP_num4,20.7798,proteozyme
F6PP_num5,29.7077,proteozyme
GDPMNH,36.547,proteozyme
FACOAL60t2pp_num1,124.664,proteozyme
FACOAL60t2pp_num2,60.7731,proteozyme
IDONt2rpp,46.0413,proteozyme
ILEabcpp,173.0651,proteozyme
INDOLEt2pp,743.4914,proteozyme
INSt2pp_num1,46.1398,proteozyme
INSt2pp_num2,46.3892,proteozyme
INSt2pp_num3,43.4758,proteozyme
LYXt2pp,37.3198,proteozyme
GDPDPK_num1,83.8756,proteozyme
GDPDPK_num2,79.3424,proteozyme
OCDCAtexi,48.5416,proteozyme
OCDCEAtexi,48.5416,proteozyme
G6Ptex_num1,41.2198,proteozyme
G6Ptex_num2,116.766,proteozyme
G6Ptex_num3,117.9999,proteozyme
G6Ptex_num4,121.1044,proteozyme
TUNGSabcpp,116.3443,proteozyme
MOBDabcpp_num1,181.6066,proteozyme
MOBDabcpp_num2,116.3443,proteozyme
MOBDabcpp_num3,182.5619,proteozyme
MOBDtex_num1,41.2198,proteozyme
MOBDtex_num2,116.766,proteozyme
MOBDtex_num3,117.9999,proteozyme
MOBDtex_num4,121.1044,proteozyme
NI2uabcpp_num1,180.8711,proteozyme
NI2uabcpp_num2,99.4665,proteozyme
NI2tex_num1,41.2198,proteozyme
NI2tex_num2,116.766,proteozyme
NI2tex_num3,117.9999,proteozyme
NI2tex_num4,121.1044,proteozyme
R15BPK,20.7296,proteozyme
Kabcpp_num1,151.6554,proteozyme
Kabcpp_num2,154.7272,proteozyme
LEUabcpp_num1,173.0651,proteozyme
LEUabcpp_num2,173.3673,proteozyme
L_LACt2rpp_num1,59.1682,proteozyme
L_LACt2rpp_num2,58.9202,proteozyme
MALt2_2pp,45.4363,proteozyme
MALt2_3pp_num1,47.9353,proteozyme
MALt2_3pp_num2,45.7507,proteozyme
MALTabcpp,214.6074,proteozyme
MALTHXabcpp,214.6074,proteozyme
MALTPTabcpp,214.6074,proteozyme
MALTTRabcpp,214.6074,proteozyme
MALTTTRabcpp,214.6074,proteozyme
MAN6Pt6_2pp,50.6066,proteozyme
MANGLYCptspp,205.911,proteozyme
MELIBt2pp_num1,52.6364,proteozyme
MELIBt2pp_num2,46.5033,proteozyme
METabcpp,151.5206,proteozyme
GGPTRCS,638.1259,proteozyme
RMNtpp,37.3198,proteozyme
SERt4pp,43.4777,proteozyme
SUCCt2_3pp_num1,47.9353,proteozyme
SUCCt2_3pp_num2,45.7507,proteozyme
MNLptspp_num1,201.2603,proteozyme
MNLptspp_num2,272.1876,proteozyme
MNLptspp_num3,203.4595,proteozyme
NAt3_1p5pp,56.7284,proteozyme
NAt3_2pp,82.7114,proteozyme
NH4tpp,133.5441,proteozyme
NMNPtpp,26.9962,proteozyme
NO2t2rpp_num1,49.6934,proteozyme
NO2t2rpp_num2,28.5625,proteozyme
NO3t7pp_num1,49.6934,proteozyme
NO3t7pp_num2,49.8902,proteozyme
ORNabcpp,136.8168,proteozyme
PIuabcpp,161.5213,proteozyme
PNTOt4pp,51.717,proteozyme
FRULYSDG,462.8308,proteozyme
METDabcpp,151.5205,proteozyme
PROabcpp,199.5875,proteozyme
PROt2rpp_num1,109.6916,proteozyme
PROt2rpp_num2,50.2157,proteozyme
PROt4pp,54.3442,proteozyme
PTRCabcpp_num1,142.4178,proteozyme
PTRCabcpp_num2,190.7312,proteozyme
PTRCabcpp_num3,185.0964,proteozyme
ASNNpp,147.4028,proteozyme
GLUNpp,147.4028,proteozyme
NTD12_num1,25.3988,proteozyme
NTD12_num2,26.9004,proteozyme
NTD12_num3,45.4161,proteozyme
NTD12_num4,20.2554,proteozyme
FECRMtonex,150.0909,proteozyme
ADOCBLabcpp,153.4278,proteozyme
CRNabcpp,199.5875,proteozyme
CRNDabcpp,199.5875,proteozyme
DNTPPA_num1,17.3058,proteozyme
DNTPPA_num2,14.9271,proteozyme
CTBTabcpp,199.5875,proteozyme
NTPP9,42.0777,proteozyme
NTPP10,42.0777,proteozyme
NTPP11,42.0777,proteozyme
NTD10pp_num1,104.4142,proteozyme
NTD10pp_num2,60.824,proteozyme
NTD1pp_num1,60.824,proteozyme
NTD1pp_num2,104.4142,proteozyme
NTD2pp_num1,60.824,proteozyme
NTD2pp_num2,104.4142,proteozyme
NTD2pp_num3,98.8772,proteozyme
NTD3pp_num1,60.824,proteozyme
NTD3pp_num2,104.4142,proteozyme
NTD4pp_num1,104.4142,proteozyme
NTD4pp_num2,60.824,proteozyme
NTD4pp_num3,98.8772,proteozyme
NTD5pp_num1,104.4142,proteozyme
NTD5pp_num2,60.824,proteozyme
NTD6pp_num1,60.824,proteozyme
NTD6pp_num2,104.4142,proteozyme
NTD7pp_num1,104.4142,proteozyme
NTD7pp_num2,60.824,proteozyme
NTD7pp_num3,98.8772,proteozyme
NTD9pp_num1,104.4142,proteozyme
NTD9pp_num2,60.824,proteozyme
NTD9pp_num3,98.8772,proteozyme
PEAMNOpp,168.7573,proteozyme
GAL1PPpp,91.3658,proteozyme
H2O2tex_num1,41.2198,proteozyme
H2O2tex_num2,116.766,proteozyme
H2O2tex_num3,117.9999,proteozyme
H2O2tex_num4,121.1044,proteozyme
ARGDCpp,295.5938,proteozyme
ALLPI,32.1466,proteozyme
ALLK,33.8209,proteozyme
ALLULPE,26.1092,proteozyme
ADEtex_num1,41.2198,proteozyme
ADEtex_num2,116.766,proteozyme
ADEtex_num3,117.9999,proteozyme
ADEtex_num4,121.1044,proteozyme
ADNtex,33.589,proteozyme
AGMtex_num1,41.2198,proteozyme
AGMtex_num2,116.766,proteozyme
AGMtex_num3,117.9999,proteozyme
AGMtex_num4,121.1044,proteozyme
ALAtex_num1,121.1044,proteozyme
ALAtex_num2,116.766,proteozyme
ALAtex_num3,41.2198,proteozyme
ALAtex_num4,117.9999,proteozyme
BALAtex_num1,41.2198,proteozyme
BALAtex_num2,116.766,proteozyme
BALAtex_num3,117.9999,proteozyme
BALAtex_num4,121.1044,proteozyme
DALAtex_num1,41.2198,proteozyme
DALAtex_num2,116.766,proteozyme
DALAtex_num3,117.9999,proteozyme
DALAtex_num4,121.1044,proteozyme
AMPtex_num1,117.9999,proteozyme
AMPtex_num2,121.1044,proteozyme
AMPtex_num3,116.766,proteozyme
AMPtex_num4,41.2198,proteozyme
ARBtex_num1,41.2198,proteozyme
ARBtex_num2,116.766,proteozyme
ARBtex_num3,117.9999,proteozyme
ARBtex_num4,121.1044,proteozyme
ARGtex_num1,41.2198,proteozyme
ARGtex_num2,116.766,proteozyme
ARGtex_num3,117.9999,proteozyme
ARGtex_num4,121.1044,proteozyme
ASCBtex_num1,41.2198,proteozyme
ASCBtex_num2,116.766,proteozyme
ASCBtex_num3,117.9999,proteozyme
ASCBtex_num4,121.1044,proteozyme
FACOAL100t2pp_num1,124.664,proteozyme
FACOAL100t2pp_num2,60.7731,proteozyme
RIBabcpp_num1,305.8207,proteozyme
RIBabcpp_num2,160.2413,proteozyme
RIBabcpp_num3,158.2861,proteozyme
GPDDA3pp,81.6867,proteozyme
GPDDA4pp,81.6867,proteozyme
GPDDA2pp,81.6867,proteozyme
FACOAL120t2pp_num1,60.7731,proteozyme
FACOAL120t2pp_num2,124.664,proteozyme
FACOAL140t2pp_num1,60.7731,proteozyme
FACOAL140t2pp_num2,124.664,proteozyme
FE3HOXtonex,150.0909,proteozyme
CU2abcpp,76.8399,proteozyme
COBALT2abcpp,76.8399,proteozyme
NI2abcpp,76.8399,proteozyme
MG2uabcpp,99.4665,proteozyme
HCYSMT2,33.4228,proteozyme
MMETtex_num1,41.2198,proteozyme
MMETtex_num2,116.766,proteozyme
MMETtex_num3,117.9999,proteozyme
MMETtex_num4,121.1044,proteozyme
FE3tex_num1,41.2198,proteozyme
FE3tex_num2,116.766,proteozyme
FE3tex_num3,117.9999,proteozyme
FE3tex_num4,121.1044,proteozyme
MG2tex_num1,41.2198,proteozyme
MG2tex_num2,116.766,proteozyme
MG2tex_num3,117.9999,proteozyme
MG2tex_num4,121.1044,proteozyme
Zn2tex_num1,41.2198,proteozyme
Zn2tex_num2,116.766,proteozyme
Zn2tex_num3,117.9999,proteozyme
Zn2tex_num4,121.1044,proteozyme
MMETt2pp,50.5258,proteozyme
CD2tex_num1,41.2198,proteozyme
CD2tex_num2,116.766,proteozyme
CD2tex_num3,117.9999,proteozyme
CD2tex_num4,121.1044,proteozyme
GLNabcpp,129.3807,proteozyme
GLUabcpp,139.1598,proteozyme
GLUABUTt7pp,55.0767,proteozyme
GLUt2rpp,47.1592,proteozyme
GLUt4pp,42.4251,proteozyme
GLYALDtpp,119.12,proteozyme
ACGK,54.3191,proteozyme
LCTSt3ipp_num1,42.7461,proteozyme
LCTSt3ipp_num2,42.5382,proteozyme
LCTSt3ipp_num3,42.7132,proteozyme
ARBt3ipp,42.5382,proteozyme
14GLUCANabcpp,214.6074,proteozyme
14GLUCANtexi,149.7367,proteozyme
DHPTPE,112.6563,proteozyme
NADPHQR2,43.7818,proteozyme
NADPHQR3,43.7818,proteozyme
NADPHQR4,43.7818,proteozyme
GLBRAN2,84.3369,proteozyme
ASR,40.2035,proteozyme
ASO3tex_num1,41.2198,proteozyme
ASO3tex_num2,116.766,proteozyme
ASO3tex_num3,117.9999,proteozyme
ASO3tex_num4,121.1044,proteozyme
MANGLYCtex_num1,41.2198,proteozyme
MANGLYCtex_num2,116.766,proteozyme
MANGLYCtex_num3,117.9999,proteozyme
MANGLYCtex_num4,121.1044,proteozyme
FRUURt2rpp,47.1379,proteozyme
FRUURtex_num1,41.2198,proteozyme
FRUURtex_num2,116.766,proteozyme
FRUURtex_num3,117.9999,proteozyme
FRUURtex_num4,121.1044,proteozyme
ECAtpp,44.9597,proteozyme
O16AT,21.6751,proteozyme
O16GALFT,37.7572,proteozyme
O16AUNDtpp,45.3826,proteozyme
O16AP1pp,81.199,proteozyme
GLYCAt2rpp_num1,49.0092,proteozyme
GLYCAt2rpp_num2,49.1421,proteozyme
GLYCAtex_num1,41.2198,proteozyme
GLYCAtex_num2,116.766,proteozyme
GLYCAtex_num3,117.9999,proteozyme
GLYCAtex_num4,121.1044,proteozyme
AGM4PCP,33.5675,proteozyme
4PCP,33.5675,proteozyme
4PCPpp,21.0399,proteozyme
FALDH2,78.718,proteozyme
GLYBabcpp_num1,133.6869,proteozyme
GLYBabcpp_num2,199.5875,proteozyme
GLYC3Pt6pp,50.3104,proteozyme
GLYCLTt4pp,118.3942,proteozyme
GLYCtpp,119.12,proteozyme
H2Otpp,94.8112,proteozyme
HCINNMt2rpp,41.5508,proteozyme
HISabcpp,137.3085,proteozyme
HISt2rpp,49.6901,proteozyme
CBIAT,21.9989,proteozyme
LYSabcpp,136.8168,proteozyme
COBALT2tex_num1,41.2198,proteozyme
COBALT2tex_num2,116.766,proteozyme
COBALT2tex_num3,117.9999,proteozyme
COBALT2tex_num4,121.1044,proteozyme
PPDOy,37.9784,proteozyme
NTD12pp_num1,60.824,proteozyme
NTD12pp_num2,104.4142,proteozyme
PPA2_num1,116.2719,proteozyme
PPA2_num2,26.9004,proteozyme
DIMPtex_num1,41.2198,proteozyme
DIMPtex_num2,116.766,proteozyme
DIMPtex_num3,117.9999,proteozyme
DIMPtex_num4,121.1044,proteozyme
3NTD7pp_num1,70.8322,proteozyme
3NTD7pp_num2,98.8772,proteozyme
3NTD4pp_num1,98.8772,proteozyme
3NTD4pp_num2,70.8322,proteozyme
3NTD4pp_num3,98.8772,proteozyme
3NTD2pp_num1,70.8322,proteozyme
3NTD2pp_num2,98.8772,proteozyme
3NTD9pp_num1,70.8322,proteozyme
3NTD9pp_num2,98.8772,proteozyme
23PDE7pp,70.8322,proteozyme
GALTptspp,260.1026,proteozyme
GALURt2rpp,46.8923,proteozyme
GLCNt2rpp_num1,45.9666,proteozyme
GLCNt2rpp_num2,47.1379,proteozyme
GLCNt2rpp_num3,46.4159,proteozyme
GLCNt2rpp_num4,46.0413,proteozyme
GLCptspp_num1,255.8472,proteozyme
GLCptspp_num2,211.1211,proteozyme
GLCptspp_num3,295.8849,proteozyme
GLCRt2rpp_num1,49.0092,proteozyme
GLCRt2rpp_num2,49.1421,proteozyme
GLCt2pp,50.9825,proteozyme
GLCURt2rpp_num1,33.6693,proteozyme
GLCURt2rpp_num2,46.8923,proteozyme
ACMUMptspp,204.296,proteozyme
HSTPT,78.7203,proteozyme
THDPS,59.7842,proteozyme
ACONMT,29.006,proteozyme
XTSNtex_num1,41.2198,proteozyme
XTSNtex_num2,116.766,proteozyme
XTSNtex_num3,117.9999,proteozyme
XTSNtex_num4,121.1044,proteozyme
GNK_num1,39.0866,proteozyme
GNK_num2,21.004,proteozyme
HMBS,33.8518,proteozyme
RMK,54.069,proteozyme
FHL_num1,467.4248,proteozyme
FHL_num2,311.4924,proteozyme
MEPCT,51.4745,proteozyme
GLUDy,291.4882,proteozyme
ZN2abcpp,76.8399,proteozyme
GLYCLTDy_num1,35.3434,proteozyme
GLYCLTDy_num2,70.791,proteozyme
LYSDC_num1,805.903,proteozyme
LYSDC_num2,812.6012,proteozyme
DAAD,95.2146,proteozyme
UREAtpp,119.12,proteozyme
XANt2pp_num1,48.868,proteozyme
XANt2pp_num2,49.1082,proteozyme
XANt2pp_num3,51.758,proteozyme
GLYC3Pabcpp,192.2597,proteozyme
PPPNt2rpp,41.5927,proteozyme
PTRCORNt7pp,46.4949,proteozyme
SPMDabcpp_num1,185.0964,proteozyme
SPMDabcpp_num2,142.4178,proteozyme
HG2tex_num1,41.2198,proteozyme
HG2tex_num2,116.766,proteozyme
HG2tex_num3,117.9999,proteozyme
HG2tex_num4,121.1044,proteozyme
NTPP5_num1,17.3058,proteozyme
NTPP5_num2,60.8246,proteozyme
NTD3_num1,45.4161,proteozyme
NTD3_num2,26.9004,proteozyme
NTD3_num3,20.2554,proteozyme
GLYOX,28.4344,proteozyme
DADNtex,33.589,proteozyme
DHAtex_num1,41.2198,proteozyme
DHAtex_num2,116.766,proteozyme
DHAtex_num3,117.9999,proteozyme
DHAtex_num4,121.1044,proteozyme
ETOHtex_num1,41.2198,proteozyme
ETOHtex_num2,116.766,proteozyme
ETOHtex_num3,117.9999,proteozyme
ETOHtex_num4,121.1044,proteozyme
MTRPOX,40.902,proteozyme
AGM4PCPpp,21.0399,proteozyme
GTPDPDP,109.7423,proteozyme
RNDR2_num1,270.3917,proteozyme
RNDR2_num2,274.1399,proteozyme
XAND,129.7994,proteozyme
HACD3_num1,159.1878,proteozyme
HACD3_num2,77.0722,proteozyme
ACACtex_num1,41.2198,proteozyme
ACACtex_num2,116.766,proteozyme
ACACtex_num3,117.9999,proteozyme
ACACtex_num4,121.1044,proteozyme
ACNAMtex_num1,117.9999,proteozyme
ACNAMtex_num2,27.888,proteozyme
ACNAMtex_num3,121.1044,proteozyme
ARBTNabcpp,161.1942,proteozyme
NNDMBRT,73.974,proteozyme
THRA2_num1,90.6332,proteozyme
THRA2_num2,145.9788,proteozyme
ASO3t8pp,90.9949,proteozyme
H2Stex_num1,116.766,proteozyme
H2Stex_num2,41.2198,proteozyme
H2Stex_num3,121.1044,proteozyme
H2Stex_num4,117.9999,proteozyme
PPK,160.863,proteozyme
ABUTD,203.32,proteozyme
E4PD_num1,149.1976,proteozyme
E4PD_num2,142.13,proteozyme
IG3PS,50.1073,proteozyme
DADK,23.586,proteozyme
DUTPDP_num1,48.4664,proteozyme
DUTPDP_num2,16.3707,proteozyme
NTP5,39.1933,proteozyme
FORt2pp_num1,154.9536,proteozyme
FORt2pp_num2,30.5646,proteozyme
MTAN,48.7079,proteozyme
DPR_num1,33.8708,proteozyme
DPR_num2,216.2761,proteozyme
THRD_L_num1,224.781,proteozyme
THRD_L_num2,140.9296,proteozyme
4PEPTtex_num1,41.2198,proteozyme
4PEPTtex_num2,116.766,proteozyme
4PEPTtex_num3,117.9999,proteozyme
4PEPTtex_num4,121.1044,proteozyme
NAMNPP,45.8973,proteozyme
SELNPS,73.3745,proteozyme
CRNCAR,28.1902,proteozyme
GALabcpp_num1,163.2282,proteozyme
GALabcpp_num2,160.2413,proteozyme
GLYCLTt2rpp_num1,59.1682,proteozyme
GLYCLTt2rpp_num2,58.9202,proteozyme
GUAt2pp,48.868,proteozyme
HPPPNt2rpp,41.5508,proteozyme
ANHMK,39.4963,proteozyme
DHFR_num1,26.3483,proteozyme
DHFR_num2,17.9994,proteozyme
PRAIi,49.4923,proteozyme
TYRTA_num1,87.1467,proteozyme
TYRTA_num2,87.0756,proteozyme
TYRTA_num3,204.5619,proteozyme
SHKK_num1,19.538,proteozyme
SHKK_num2,19.1508,proteozyme
SADH,98.5971,proteozyme
GLUSy,861.249,proteozyme
GUAPRT_num1,80.461,proteozyme
GUAPRT_num2,67.8824,proteozyme
PDH,4586.6113,proteozyme
DMSOR2pp,129.2504,proteozyme
HYD3pp_num1,482.9335,proteozyme
HYD3pp_num2,181.7482,proteozyme
NO3R1pp_num1,250.963,proteozyme
NO3R1pp_num2,474.5552,proteozyme
AACPS5,89.3395,proteozyme
MANptspp,295.8849,proteozyme
NTD8_num1,25.3988,proteozyme
NTD8_num2,26.9004,proteozyme
NTD8_num3,45.4161,proteozyme
NTD8_num4,20.2554,proteozyme
GALCTD,56.4016,proteozyme
MLTG4,69.041,proteozyme
UDPGDC,445.7333,proteozyme
PUNP4_num1,179.0077,proteozyme
PUNP4_num2,155.6995,proteozyme
AMAOTr,94.6712,proteozyme
ARGORNt7pp,49.5015,proteozyme
NTD11pp_num1,60.824,proteozyme
